review_id,restaurant_id,user_id,review_text,rating,review_date,user_activity,review_length,spam_label,review_sentiment,is_verified
310,1003,2005,"Good food, but it took too long to arrive.",3,12/8/2024,7,6,0,neutral,1
311,1001,2006,"Excellent meal, will definitely return!",5,12/9/2024,10,9,0,positive,1
312,1007,2007,"Food was amazing, service was excellent!",5,12/10/2024,12,10,0,positive,1
313,1005,2008,"Not impressed, the food was underwhelming.",2,12/11/2024,6,5,1,negative,0
314,1002,2009,Great food and service. Highly recommend.,5,12/12/2024,9,9,0,positive,1
315,1006,2010,"Good food, but the restaurant was too noisy.",3,12/13/2024,7,6,0,neutral,1
316,1003,2011,"Food was okay, but too expensive for the quality.",3,12/14/2024,7,6,0,neutral,1
317,1001,2012,"Amazing food, but the service was slow.",4,12/15/2024,8,7,0,neutral,1
318,1007,2013,"Terrible food, would not recommend.",1,12/16/2024,5,4,1,negative,0
319,1005,2014,Loved the food and ambiance. Highly recommend.,5,12/17/2024,11,9,0,positive,1
320,1002,2015,"Food was good, but the price was a bit high.",3,12/18/2024,7,6,0,neutral,1
321,1006,2001,"The food was okay, but the restaurant was too crowded.",3,12/19/2024,6,7,0,neutral,1
322,1003,2002,Best food I’ve had in a while. Will return soon.,5,12/20/2024,10,9,0,positive,1
323,1001,2003,"Food was great, but I had to wait too long.",3,12/21/2024,7,6,0,neutral,1
324,1007,2004,"The food was tasty, but the portions were small.",3,12/22/2024,7,7,0,neutral,1
325,1005,2005,Not impressed at all. The food was cold.,2,12/23/2024,6,5,1,negative,0
326,1002,2006,"Had a great meal, highly recommended!",5,12/24/2024,9,10,0,positive,1
327,1006,2007,Disappointing. The food was undercooked.,2,12/25/2024,5,5,1,negative,0
328,1003,2008,"Food was wonderful, will definitely return.",5,12/26/2024,10,9,0,positive,1
329,1001,2009,"Okay food, but very overpriced.",3,12/27/2024,7,6,0,neutral,1
330,1007,2010,"Great food and service, very happy.",5,12/28/2024,12,10,0,positive,1
331,1005,2011,"Food was alright, but not worth the price.",3,12/29/2024,7,6,0,neutral,1
332,1002,2012,"Wonderful meal, will be back again.",5,12/30/2024,10,9,0,positive,1
333,1006,2013,"Service was bad, food was decent.",2,12/31/2024,6,5,1,negative,0
334,1003,2014,Excellent food and service. Highly recommend!,5,1/1/2024,10,9,0,positive,1
335,1001,2015,"Not the best experience, food was bland.",2,1/2/2024,5,5,1,negative,0
336,1007,2001,"Great place, loved the food!",5,1/3/2024,10,9,0,positive,1
337,1005,2002,"Food was average, nothing special.",3,1/4/2024,7,6,0,neutral,1
338,1002,2003,Best dining experience! Food was fantastic.,5,1/5/2024,12,10,0,positive,1
339,1006,2004,Food was terrible. Won’t be coming back.,1,1/6/2024,5,4,1,negative,0
340,1003,2005,Fantastic meal! Highly recommend the place.,5,1/7/2024,10,9,0,positive,1
341,1001,2006,Amazing meal! Everything was perfect.,5,1/8/2024,11,10,0,positive,1
342,1005,2007,"The food was okay, nothing special.",3,1/9/2024,7,6,0,neutral,1
343,1002,2008,"Not worth the price, food was bland.",2,1/10/2024,6,5,1,negative,0
344,1006,2009,Best pizza I’ve had in a long time!,5,1/11/2024,10,9,0,positive,1
345,1003,2010,Very disappointing experience. Would not recommend.,2,1/12/2024,5,5,1,negative,0
346,1001,2011,Nice food but overpriced for what you get.,3,1/13/2024,7,6,0,neutral,1
347,1007,2012,Incredible food and great service!,5,1/14/2024,12,10,0,positive,1
348,1005,2013,The food was just okay. Wouldn’t return.,3,1/15/2024,6,6,0,neutral,1
349,1002,2014,"Very disappointed with the meal, food was cold.",2,1/16/2024,5,5,1,negative,0
350,1006,2015,Great food and excellent ambiance.,5,1/17/2024,10,9,0,positive,1
351,1003,2001,"Food was okay, but the service was really slow.",3,1/18/2024,7,6,0,neutral,1
352,1001,2002,"Worst meal ever, won’t be coming back.",1,1/19/2024,4,4,1,negative,0
353,1007,2003,"Great food, the service was also very quick.",5,1/20/2024,11,9,0,positive,1
354,1005,2004,"The food was too salty, not coming back.",2,1/21/2024,5,5,1,negative,0
355,1002,2005,"It was an average experience, not too bad but not great.",3,1/22/2024,7,6,0,neutral,1
356,1006,2006,Absolutely loved the meal! Highly recommended.,5,1/23/2024,10,9,0,positive,1
357,1003,2007,"Food was bland, service was slow.",2,1/24/2024,6,5,1,negative,0
358,1001,2008,"Amazing food, very good service.",5,1/25/2024,12,10,0,positive,1
359,1007,2009,Food was okay but the service could be improved.,3,1/26/2024,7,6,0,neutral,1
360,1005,2010,The meal was just average. Nothing special.,3,1/27/2024,7,6,0,neutral,1
361,1002,2011,The food was terrible and the restaurant was dirty.,1,1/28/2024,4,3,1,negative,0
362,1006,2012,Loved the food! Will definitely return.,5,1/29/2024,11,9,0,positive,1
363,1003,2013,Not the best dining experience. Overpriced.,2,1/30/2024,6,5,1,negative,0
364,1001,2014,Fantastic! Highly recommend the restaurant.,5,1/31/2024,10,9,0,positive,1
365,1007,2015,Great experience! Food was excellent.,5,2/1/2024,12,10,0,positive,1
366,1005,2001,"The food was fine, but the portion sizes were small.",3,2/2/2024,7,6,0,neutral,1
367,1002,2002,Terrible food and even worse service.,1,2/3/2024,4,3,1,negative,0
368,1006,2003,"The food was decent, but not worth the price.",3,2/4/2024,7,6,0,neutral,1
369,1003,2004,Good food but they could have improved the service.,4,2/5/2024,8,7,0,neutral,1
370,1001,2005,"Amazing meal, I’m coming back for sure.",5,2/6/2024,10,9,0,positive,1
371,1007,2006,Very disappointing meal. Wouldn’t recommend.,2,2/7/2024,5,5,1,negative,0
372,1005,2007,Loved the food but the ambiance needs improvement.,3,2/8/2024,7,6,0,neutral,1
373,1002,2008,The food was cold and bland.,2,2/9/2024,5,5,1,negative,0
374,1006,2009,"Perfect food, will definitely be back!",5,2/10/2024,11,9,0,positive,1
375,1003,2010,"The food was okay, but the wait was too long.",3,2/11/2024,7,6,0,neutral,1
376,1001,2011,Food was not great. Will not come back.,2,2/12/2024,5,4,1,negative,0
377,1007,2012,Great service and great food!,5,2/13/2024,12,10,0,positive,1
378,1005,2013,The meal was bland and unappetizing.,2,2/14/2024,5,5,1,negative,0
379,1002,2014,"Loved the pizza, will come again.",5,2/15/2024,9,9,0,positive,1
380,1006,2015,The meal was good but service could have been better.,3,2/16/2024,7,6,0,neutral,1
381,1003,2001,"Food was mediocre, not worth the hype.",2,2/17/2024,6,5,1,negative,0
382,1001,2002,"The food was great, but I felt it was too salty.",3,2/18/2024,7,6,0,neutral,1
383,1007,2003,"Not great, the food was underwhelming.",2,2/19/2024,6,5,1,negative,0
384,1005,2004,Very good meal. Highly recommended.,5,2/20/2024,10,9,0,positive,1
385,1002,2005,Not coming back. Food was undercooked.,2,2/21/2024,5,4,1,negative,0
386,1006,2006,"Very good experience, loved the food.",5,2/22/2024,11,9,0,positive,1
387,1003,2007,"Food was tasty, but service was slow.",3,2/23/2024,7,6,0,neutral,1
388,1001,2008,Great food and atmosphere!,5,2/24/2024,12,10,0,positive,1
389,1007,2009,"The meal was okay, but nothing exceptional.",3,2/25/2024,7,6,0,neutral,1
390,1005,2010,Loved the pizza! Best I’ve ever had.,5,2/26/2024,10,9,0,positive,1
391,1002,2011,"Food was good, but service could have been faster.",3,2/27/2024,7,6,0,neutral,1
392,1006,2012,"Worst dining experience, food was cold.",1,2/28/2024,4,3,1,negative,0
393,1003,2013,"The food was okay, but very overpriced.",3,3/1/2024,7,6,0,neutral,1
394,1001,2014,Best food I’ve had in a while. Loved it.,5,3/2/2024,10,9,0,positive,1
395,1007,2015,The food was terrible and overpriced.,1,3/3/2024,5,4,1,negative,0
396,1005,2001,"Food was just okay, overpriced for the quality.",3,3/4/2024,7,6,0,neutral,1
397,1002,2002,Absolutely loved the food and service.,5,3/5/2024,11,9,0,positive,1
398,1006,2003,"Service was bad, food was decent.",3,3/6/2024,6,6,0,neutral,1
399,1003,2004,"Food was really tasty, loved it.",5,3/7/2024,9,9,0,positive,1
400,1001,2005,"Terrible service, will not return.",2,3/8/2024,5,4,1,negative,0
401,1007,2006,Amazing food! Will definitely visit again.,5,3/9/2024,10,9,0,positive,1
402,1005,2007,"Food was too greasy, didn’t enjoy it.",2,3/10/2024,6,5,1,negative,0
403,1002,2008,Perfect meal! Great service and atmosphere.,5,3/11/2024,12,10,0,positive,1
404,1006,2009,"Not good, food was undercooked.",2,3/12/2024,5,5,1,negative,0
405,1003,2010,"Food was okay, but too expensive for the quality.",3,3/13/2024,7,6,0,neutral,1
406,1001,2011,"Good food, but service was slow.",3,3/14/2024,7,6,0,neutral,1
407,1007,2012,"Amazing food, highly recommend.",5,3/15/2024,10,9,0,positive,1
408,1005,2013,"Food was good, but service could be better.",3,3/16/2024,7,6,0,neutral,1
409,1002,2014,Very bad experience. Wouldn’t recommend.,1,3/17/2024,4,4,1,negative,0
410,1006,2015,"The food was wonderful, will return soon.",5,3/18/2024,11,9,0,positive,1
411,1003,2001,Food was disappointing. Not worth the price.,2,3/19/2024,6,5,1,negative,0
412,1001,2002,Great place! Loved the food and ambiance.,5,3/20/2024,12,10,0,positive,1
413,1007,2003,"Nice food, but very expensive.",3,3/21/2024,7,6,0,neutral,1
414,1005,2004,The meal was great. Highly recommend!,5,3/22/2024,10,9,0,positive,1
415,1002,2005,"The food was okay, but not great.",3,3/23/2024,7,6,0,neutral,1
416,1006,2006,"Loved the meal, but service was a bit slow.",4,3/24/2024,8,7,0,neutral,1
417,1003,2007,Food was bland. Not worth the visit.,2,3/25/2024,6,5,1,negative,0
418,1001,2008,"Amazing food, great atmosphere. Highly recommend.",5,3/26/2024,12,10,0,positive,1
419,1007,2009,"Food was great, but service was poor.",3,3/27/2024,7,6,0,neutral,1
420,1005,2010,"The meal was okay, but too overpriced.",3,3/28/2024,7,6,0,neutral,1
421,1002,2011,"Amazing food, definitely coming back.",5,3/29/2024,10,9,0,positive,1
422,1006,2012,"Great food, but the restaurant was too crowded.",3,3/30/2024,7,6,0,neutral,1
423,1003,2013,"Terrible food, didn’t enjoy it at all.",1,3/31/2024,4,4,1,negative,0
424,1001,2014,"Fantastic food, will return for sure.",5,4/1/2024,11,9,0,positive,1
425,1007,2015,"Not great, the food was cold.",2,4/2/2024,5,5,1,negative,0
426,1005,2001,"Good food, but nothing extraordinary.",3,4/3/2024,7,6,0,neutral,1
427,1002,2002,"Great food, but too overpriced.",3,4/4/2024,7,6,0,neutral,1
428,1006,2003,"Perfect meal, amazing flavors!",5,4/5/2024,12,10,0,positive,1
429,1003,2004,Not worth the hype. Mediocre food.,2,4/6/2024,6,5,1,negative,0
430,1001,2005,"Very good meal, will definitely return.",5,4/7/2024,10,9,0,positive,1
431,1007,2006,"The food was bland, not coming back.",2,4/8/2024,6,5,1,negative,0
432,1005,2007,"Great meal, fantastic service.",5,4/9/2024,11,9,0,positive,1
433,1002,2008,Good food but overpriced.,3,4/10/2024,7,6,0,neutral,1
434,1006,2009,"The food was fine, but not worth the price.",3,4/11/2024,7,6,0,neutral,1
435,1003,2010,"Food was too salty, won’t return.",2,4/12/2024,6,5,1,negative,0
436,1001,2011,"Wonderful food, loved every bite.",5,4/13/2024,10,9,0,positive,1
437,1007,2012,"The food was good, but the service was slow.",3,4/14/2024,7,6,0,neutral,1
438,1005,2013,Best pizza ever! Highly recommend.,5,4/15/2024,10,9,0,positive,1
439,1002,2014,"The food was average, nothing special.",3,4/16/2024,7,6,0,neutral,1
440,1006,2015,"Horrible experience, the food was disgusting.",1,4/17/2024,4,3,1,negative,0
441,1003,2001,"Good food, slow service.",3,4/18/2024,7,6,0,neutral,1
442,1001,2002,Best experience! Fantastic food and ambiance.,5,4/19/2024,12,10,0,positive,1
443,1007,2003,"Food was great, service was slow.",3,4/20/2024,7,6,0,neutral,1
444,1005,2004,"Absolutely amazing food, highly recommended!",5,4/21/2024,10,9,0,positive,1
445,1002,2005,"The food was mediocre, not worth the price.",2,4/22/2024,6,5,1,negative,0
446,1006,2006,"Amazing food, definitely coming back!",5,4/23/2024,10,9,0,positive,1
447,1003,2007,Food was cold and bland.,2,4/24/2024,5,5,1,negative,0
448,1001,2008,Incredible food! Will definitely be back.,5,4/25/2024,12,10,0,positive,1
449,1007,2009,"Food was underwhelming, not returning.",2,4/26/2024,6,5,1,negative,0
450,1005,2010,"Good meal, but service needs improvement.",3,4/27/2024,7,6,0,neutral,1
451,1002,2011,"Not great, the food was cold and tasteless.",1,4/28/2024,4,3,1,negative,0
452,1006,2012,"Fantastic meal, will visit again soon.",5,4/29/2024,12,10,0,positive,1
453,1003,2013,"The food was okay, but the service was terrible.",2,4/30/2024,5,5,1,negative,0
454,1001,2014,"Wonderful food, amazing flavors!",5,5/1/2024,10,9,0,positive,1
455,1007,2015,The food was bland and unappetizing.,2,5/2/2024,6,5,1,negative,0
456,1005,2001,"Decent food, would come back.",3,5/3/2024,7,6,0,neutral,1
457,1002,2002,Food was great but service was slow.,3,5/4/2024,7,6,0,neutral,1
458,1006,2003,Loved the meal! Highly recommend.,5,5/5/2024,11,9,0,positive,1
459,1003,2004,"Not bad, but didn’t live up to expectations.",3,5/6/2024,7,6,0,neutral,1
460,1001,2005,"Incredible meal, great service!",5,5/7/2024,12,10,0,positive,1
461,1007,2006,Very disappointed with the food.,2,5/8/2024,5,5,1,negative,0
462,1005,2007,Food was fine but overpriced.,3,5/9/2024,7,6,0,neutral,1
463,1002,2008,"Fantastic food, amazing service.",5,5/10/2024,12,10,0,positive,1
464,1006,2009,Food was good but the ambiance could improve.,3,5/11/2024,7,6,0,neutral,1
465,1003,2010,The food was good but overpriced.,3,5/12/2024,7,6,0,neutral,1
466,1001,2011,"Amazing experience, will definitely return!",5,5/13/2024,11,9,0,positive,1
467,1007,2012,"Not great, food was bland.",2,5/14/2024,6,5,1,negative,0
468,1005,2013,"Amazing food, will definitely return!",5,5/15/2024,10,9,0,positive,1
469,1002,2014,Food was great but the service was slow.,3,5/16/2024,7,6,0,neutral,1
470,1006,2015,"Worst experience, food was terrible.",1,5/17/2024,4,3,1,negative,0
471,1003,2001,The food was good but not worth the price.,3,5/18/2024,7,6,0,neutral,1
472,1001,2002,"Great meal, definitely worth it.",5,5/19/2024,12,10,0,positive,1
473,1007,2003,"Not great, food was cold.",2,5/20/2024,6,5,1,negative,0
474,1005,2004,"Good meal, but service could improve.",3,5/21/2024,7,6,0,neutral,1
475,1002,2005,"Great meal, highly recommended!",5,5/22/2024,10,9,0,positive,1
476,1006,2006,"Fantastic food, great service!",5,5/23/2024,11,9,0,positive,1
477,1003,2007,"The food was okay, service was slow.",3,5/24/2024,7,6,0,neutral,1
478,1001,2008,Worst dining experience ever.,1,5/25/2024,4,4,1,negative,0
479,1007,2009,"Great meal, loved the ambiance.",5,5/26/2024,10,9,0,positive,1
480,1005,2010,"The food was bland, not coming back.",2,5/27/2024,5,5,1,negative,0
481,1002,2011,"Great food, but service was slow.",3,5/28/2024,7,6,0,neutral,1
482,1006,2012,"Incredible meal, loved everything about it.",5,5/29/2024,11,9,0,positive,1
483,1003,2013,"Food was okay, but too expensive.",3,5/30/2024,7,6,0,neutral,1
484,1001,2014,Food was great! Highly recommended.,5,5/31/2024,12,10,0,positive,1
485,1007,2015,"Terrible food, won’t return.",1,6/1/2024,4,3,1,negative,0
486,1005,2001,"Good meal, would come back.",3,6/2/2024,7,6,0,neutral,1
487,1002,2002,"Food was good, but service could improve.",3,6/3/2024,7,6,0,neutral,1
488,1006,2003,"Amazing food, definitely returning!",5,6/4/2024,11,9,0,positive,1
489,1003,2004,"The food was fine, but nothing exceptional.",3,6/5/2024,7,6,0,neutral,1
490,1001,2005,"Loved the meal, will definitely be back!",5,6/6/2024,10,9,0,positive,1
491,1007,2006,"Terrible service, food was cold.",2,6/7/2024,5,5,1,negative,0
492,1005,2007,"The food was great, but overpriced.",3,6/8/2024,7,6,0,neutral,1
493,1002,2008,"Fantastic food, would recommend to anyone.",5,6/9/2024,12,10,0,positive,1
494,1006,2009,Food was good but the ambiance needs improvement.,3,6/10/2024,7,6,0,neutral,1
495,1003,2010,"The food was amazing, definitely coming back!",5,6/11/2024,10,9,0,positive,1
496,1001,2011,"Disappointing meal, won’t return.",2,6/12/2024,5,5,1,negative,0
497,1007,2012,"Amazing food, will definitely return!",5,6/13/2024,11,9,0,positive,1
498,1005,2013,"The food was average, but good service.",3,6/14/2024,7,6,0,neutral,1
499,1002,2014,"Great food, but the prices were too high.",3,6/15/2024,7,6,0,neutral,1
500,1006,2015,"Wonderful dining experience, highly recommend.",5,6/16/2024,12,10,0,positive,1
